resume_text,job_role
"Candidate has experience as a AI Engineer. Skilled in Communication, Java, Deep Learning, Problem Solving, Flask, Machine Learning. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Data Analysis, Java, Git, Azure, Tableau, Python, Scikit-learn, Power BI, Leadership, Deep Learning. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Scikit-learn, TensorFlow, Tableau, Excel, Flask, Communication. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in SQL, Scikit-learn, Tableau, TensorFlow, Excel. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Git, AWS, Machine Learning, PyTorch, Scikit-learn, Azure, Leadership, SQL, Deep Learning. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in AWS, Docker, C++, Leadership, NumPy. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Analyst. Skilled in Communication, Python, Git, Azure, Problem Solving, Tableau. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in Java, SQL, AWS, Communication, TensorFlow, Tableau, Pandas, Power BI, Deep Learning. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Azure, Deep Learning, Machine Learning, Docker, Flask, Data Analysis, NumPy, Java, NLP, Scikit-learn. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Problem Solving, Deep Learning, NLP, SQL, Java, Data Analysis, Leadership, Machine Learning, Docker, Python. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Software Engineer. Skilled in Java, Leadership, Machine Learning, Pandas, Data Analysis, TensorFlow, Communication. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Analyst. Skilled in Pandas, PyTorch, TensorFlow, Java, Machine Learning, SQL, Docker, Power BI. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Docker, C++, Python, Tableau, Pandas, TensorFlow, Flask, AWS, NLP. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Software Engineer. Skilled in Leadership, Excel, Flask, Azure, NLP, Pandas, Machine Learning. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Software Engineer. Skilled in TensorFlow, PyTorch, NLP, AWS, C++, Java. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in Docker, Git, Communication, Deep Learning, Data Analysis, Excel. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in Data Analysis, Problem Solving, Leadership, NLP, PyTorch. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in AWS, SQL, Communication, Data Analysis, Problem Solving. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Python, Tableau, Scikit-learn, TensorFlow, Deep Learning. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Flask, C++, Docker, Azure, Python, Tableau, SQL, Leadership, Git, NumPy. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Pandas, Azure, Scikit-learn, Communication, Flask, Tableau, Leadership, Java. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Python, Problem Solving, Tableau, Scikit-learn, AWS. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Git, SQL, Data Analysis, Excel, Tableau, Leadership, Pandas, Machine Learning, Java, Power BI. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Business Analyst. Skilled in PyTorch, Leadership, Java, Problem Solving, Power BI, Excel, Python, SQL, Docker, Deep Learning. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Scikit-learn, Excel, AWS, Leadership, Java. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in AWS, C++, Azure, Data Analysis, Pandas, Tableau, Excel. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in NumPy, Leadership, Power BI, Scikit-learn, Problem Solving, Docker, Azure, Communication, Pandas. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in Azure, Problem Solving, Scikit-learn, Docker, SQL, TensorFlow. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in Data Analysis, TensorFlow, Power BI, Pandas, Azure, Leadership. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in PyTorch, Java, Tableau, Deep Learning, Scikit-learn, Excel, C++, Git, Docker. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a AI Engineer. Skilled in Problem Solving, Docker, Power BI, Java, TensorFlow, Machine Learning. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Python, PyTorch, Flask, SQL, Java. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Azure, Data Analysis, PyTorch, NLP, Docker, Communication, AWS, Deep Learning, Pandas. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Software Engineer. Skilled in SQL, Python, Machine Learning, TensorFlow, AWS, Java, Excel. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Python, NumPy, C++, Communication, Git, TensorFlow, Pandas, Problem Solving, Leadership. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in NumPy, PyTorch, Excel, SQL, Problem Solving, Tableau. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Machine Learning Engineer. Skilled in Python, PyTorch, Power BI, Leadership, Java. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Analyst. Skilled in Machine Learning, Python, Docker, Leadership, Azure, Pandas, Communication, Deep Learning. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Scientist. Skilled in Power BI, SQL, PyTorch, AWS, Communication, Azure, NLP, Python, Pandas, Deep Learning. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Machine Learning Engineer. Skilled in Data Analysis, Docker, Git, NLP, Problem Solving, Leadership, PyTorch, Power BI, Communication, NumPy. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Business Analyst. Skilled in Pandas, Scikit-learn, Excel, Azure, Deep Learning, NLP, C++, Power BI, Docker, PyTorch. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
